Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,WS,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS/48
2908,2006,NBA,2,52,LAC,Guillermo Díaz\diazgu01,21.121,G,pr,Miami (FL),2008,2008,0,6,3,0.8,0.3,0.2,0,0,0.25,0.333,0,0.6,0.033
2909,2007,NBA,1,25,UTA,Morris Almond\almonmo01,22.151,G,us,Rice University,2008,2012,0,38,9.5,3.1,1.2,0.3,0.3,0.1,0.381,0.404,0.292,0.743,0.005
2910,2007,NBA,2,36,GSW,Jermareo Davidson\davidje01,22.23,F,us,Alabama,2008,2009,0,52,8.3,3.1,1.8,0.3,0.2,0.3,0.425,0.425,,0.578,0
2911,2007,NBA,2,51,CHI,JamesOn Curry\curryja01,21.177,G,us,Oklahoma State,2010,2010,0,1,0,0,0,0,0,0,,,,,
2912,2008,NBA,2,39,CHI,Sonny Weems\weemsso01,21.359,G-F,us,Arkansas,2009,2016,0,183,18.2,6.5,2.2,1.4,0.5,0.2,0.465,0.487,0.283,0.702,0.001
2913,2008,NBA,2,42,SAC,Sean Singletary\singlse01,22.299,G,us,Virginia,2009,2009,0,37,8.2,2.4,0.9,0.8,0.3,0,0.365,0.35,0.4,0.857,0.006
2914,2008,NBA,2,58,LAL,Joe Crawford\crawfjo01,22.015,F,us,Kentucky,2009,2009,0,2,11.5,4.5,2,0.5,0.5,0,0.3,0.333,0.25,1,0.037
2915,2009,NBA,2,48,PHO,Taylor Griffin\griffta01,23.074,F,us,Oklahoma,2010,2010,0,8,4,1.3,0.3,0.1,0,0.3,0.4,0.5,0,0.5,-0.039
2916,2010,NBA,1,24,ATL,Damion James\jamesda01,22.266,G-F,us,Texas,2011,2014,0,39,16,3.8,3.4,0.7,0.6,0.5,0.415,0.433,0,0.667,-0.001
2917,2010,NBA,2,46,PHO,Gani Lawal\lawalga01,21.234,F,us,Georgia Tech,2011,2011,0,1,2,0,0,0,0,0,,,,,-0.009
2918,2010,NBA,2,50,DAL,Solomon Alabi\alabiso01,22.1,C,ng,Florida State,2011,2012,0,26,7,1.5,2.3,0.2,0.2,0.4,0.314,0.314,,0.7,0.01
2919,2010,NBA,2,53,ATL,Pape Sy\sypa01,22.085,F,fr,,2011,2011,0,3,7,2.3,1,0.7,0.3,0,0.333,0.4,0,1,-0.047
2920,2010,NBA,2,56,MIN,Hamady N'Diaye\ndiayha01,23.169,C,sn,Rutgers University,2011,2014,0,33,4.8,0.6,0.8,0.1,0.1,0.3,0.467,0.467,,0.462,0.013
2921,2011,NBA,2,37,LAC,Trey Thompkins\thomptr02,21.039,F,us,Georgia,2012,2012,0,24,5,2.4,1,0.1,0.1,0.1,0.393,0.417,0.308,0.714,0.004
2922,2011,NBA,2,46,LAL,Andrew Goudelock\goudean01,22.203,G,us,College of Charleston,2012,2016,0,49,9.7,4,0.7,0.5,0.2,0,0.393,0.429,0.345,0.875,0.003
2923,2011,NBA,2,48,ATL,Keith Benson\bensoke02,22.319,C,us,Oakland,2012,2012,0,3,3,0,1,0,0,0,0,0,,,-0.005
2924,2012,NBA,1,16,HOU,Royce White\whitero03,21.085,F,us,Iowa State,2014,2014,0,3,3,0,0,0,0,0,0,0,,,-0.121
2925,2012,NBA,1,22,BOS,Fab Melo\melofa01,22.014,C,br,Syracuse,2013,2013,0,6,6,1.2,0.5,0,0.3,0.3,0.5,0.5,,0.25,0.021
2926,2013,NBA,2,33,CLE,Carrick Felix\felixca01,22.32,G,us,Arizona State,2014,2014,0,7,5.4,2.7,0.9,0.6,0,0,0.5,0.556,0.4,0.75,0.057
2927,2013,NBA,2,41,MEM,Jamaal Franklin\frankja01,21.347,G,us,San Diego State,2014,2015,0,24,7.3,1.8,1,0.4,0.2,0.1,0.415,0.393,0.462,1,-0.006
2928,2013,NBA,2,42,PHI,Pierre Jackson\jackspi01,21.308,G,us,Baylor,2017,2017,0,8,10.5,4.4,1.1,2.4,0.3,0,0.333,0.357,0.273,0.857,0.021
2929,2015,NBA,2,56,NOP,Branden Dawson\dawsobr01,22.149,F,us,Michigan State,2016,2016,0,6,4.8,0.8,0.7,0,0,0.2,0.4,0.4,,1,0.069
2930,2016,NBA,2,41,ORL,Stephen Zimmerman\zimmest01,19.292,C,us,UNLV,2017,2017,0,19,5.7,1.2,1.8,0.2,0.1,0.3,0.323,0.323,,0.6,-0.005
2931,2016,NBA,2,46,DAL,A.J. Hammons\hammoaj01,23.306,C,us,Purdue,2017,2017,0,22,7.4,2.2,1.6,0.2,0,0.6,0.405,0.375,0.5,0.45,-0.001
2932,2016,NBA,2,48,CHI,Paul Zipser\zipsepa01,22.131,G-F,de,,2017,2018,0,98,17,4.7,2.6,0.8,0.4,0.3,0.371,0.402,0.335,0.769,-0.001
2933,2016,NBA,2,55,BRK,Marcus Paige\paigema01,22.291,G,us,UNC,2018,2018,0,5,5.6,2.4,0.8,0.6,0,0,0.286,0.333,0.25,1,-0.006
2934,2016,NBA,2,56,DEN,Daniel Hamilton\hamilda02,20.325,G-F,us,UConn,2018,2019,0,25,9.3,2.8,2.1,1.2,0.3,0,0.394,0.419,0.357,0.5,0
2935,2017,NBA,2,47,IND,Ike Anigbogu\anigbik01,18.253,F-C,us,UCLA,2018,2019,0,14,2.6,0.9,0.9,0.1,0.1,0.3,0.333,0.333,,0.833,0.057
2936,2017,NBA,2,55,UTA,Nigel Williams-Goss\willini01,22.285,G,us,Gonzaga,2020,2020,0,10,5,1.4,0.6,0.6,0.3,0.1,0.313,0.333,0.286,1,0.017
2937,2018,NBA,1,16,PHO,Zhaire Smith\smithzh01,19.022,G,us,Texas Tech,2019,2020,0,13,11,3.7,1.2,0.9,0.4,0.2,0.378,0.423,0.316,0.667,0.011
2938,2018,NBA,1,29,BRK,Džanan Musa\musadz01,19.049,G-F,ba,,2019,2020,0,49,10.7,4.3,1.9,0.9,0.3,0,0.376,0.5,0.227,0.726,0.003
2939,2018,NBA,2,35,ORL,Melvin Frazier\frazime01,21.3,G,us,Tulane,2019,2020,0,29,5.9,1.9,0.5,0.1,0.3,0.1,0.4,0.424,0.364,0.375,0.008
2940,2018,NBA,2,38,PHI,Khyri Thomas\thomakh01,22.049,G,us,Creighton,2019,2020,0,34,7.5,2.3,0.6,0.3,0.3,0.1,0.314,0.324,0.306,0.6,-0.005
2941,2018,NBA,2,52,UTA,Vince Edwards\edwarvi01,22.082,F,us,Purdue,2019,2019,0,2,8,1.5,1,0,0,0,0.25,,0.25,,-0.014
2942,2018,NBA,2,59,PHO,George King\kingge03,24.163,G-F,us,Colorado,2019,2019,0,1,6,0,1,0,0,0,,,,,-0.001
2943,2019,NBA,1,10,ATL,Cam Reddish\reddica01,19.297,F,us,Duke,2020,2021,0,84,27.4,10.7,3.8,1.5,1.1,0.4,0.378,0.438,0.309,0.808,0.001
2944,2019,NBA,1,28,GSW,Jordan Poole\poolejo01,20.006,G,us,Michigan,2020,2021,0,97,20.7,9.7,1.9,2.2,0.6,0.2,0.371,0.443,0.31,0.832,0
2945,2019,NBA,2,32,PHO,KZ Okpala\okpalkz01,20.058,F,us,Stanford,2020,2021,0,35,11.7,2.3,1.9,0.5,0.3,0.3,0.36,0.488,0.25,0.333,0.004
2946,2019,NBA,2,51,BOS,Tremont Waters\watertr01,21.166,G,us,LSU,2020,2021,0,29,8.5,3.1,0.8,1.8,0.7,0.1,0.322,0.375,0.262,0.955,0
2947,2019,NBA,2,53,UTA,Justin Wright-Foreman\wrighju02,21.241,G,us,Hofstra,2020,2020,0,4,11.3,4.8,1.3,1.8,0.5,0,0.35,0.5,0.2,0.75,-0.008
2948,2019,NBA,2,59,TOR,Dewan Hernandez\hernade01,22.198,F,us,Miami (FL),2020,2020,0,6,4.7,2.3,2.3,0.5,0.2,0,0.357,0.333,0.5,0.6,0.043
2949,2020,NBA,2,36,PHI,Tyler Bey\beyty01,22.287,F,us,Colorado,2021,2021,0,11,3.5,0.9,1.2,0.1,0,0.1,0.333,0.364,0,0.5,0.03
2950,2020,NBA,2,39,NOP,Elijah Hughes\hugheel01,22.259,F,us,Syracuse,2021,2021,0,13,3.5,1.9,0.5,0.3,0.1,0.1,0.364,0.4,0.353,0.75,-0.03
2951,2020,NBA,2,40,MEM,Robert Woodard\woodaro01,21.063,F,us,Mississippi State,2021,2021,0,11,2.6,1.6,1,0,0,0.2,0.5,0.6,0.25,0.375,0.032
2952,2020,NBA,2,42,NOP,Nick Richards\richani01,22.36,F-C,jm,Kentucky,2021,2021,0,17,3.6,0.9,0.5,0.1,0,0,0.5,0.571,0,0.636,0.027
2953,2020,NBA,2,43,SAC,Jahmi'us Ramsey\ramseja01,19.167,G,us,Texas Tech,2021,2021,0,5,3.4,1.4,0.8,0.2,0,0.2,0.6,1,0.333,,0.062
2954,2020,NBA,2,59,TOR,Jalen Harris\harrija01,22.102,G,us,Nevada,2021,2021,0,4,3.5,0.8,0.8,0.5,0.3,0,0.25,0,0.5,,0.002
2955,1947,BAA,,,WSC,Paul Cloyd\cloydpa01,27.024,G-F,us,Wisconsin,1950,1950,-0.1,7,,2.7,,0.3,,,0.269,0.269,,0.625,
2956,1947,BAA,,,CHS,Don Smith\smithdo01,26.345,G-F,us,Minnesota,1949,1949,-0.1,8,,0.8,,0.3,,,0.154,0.154,,0.667,
2957,1948,BAA,,,NYK,Gene Berce\bercege01,21.175,G-F,us,Marquette,1950,1950,-0.1,3,,3.3,,0.7,,,0.313,0.313,,0,
2958,1948,BAA,,,BOS,Marshall Hawkins\hawkima01,23.286,F,us,Tennessee,1950,1950,-0.1,39,,3.9,,1.3,,,0.282,0.282,,0.689,
2959,1948,BAA,,,BLB,Herb Krautblatt\krauthe01,21.178,G,us,Rider University,1949,1949,-0.1,10,,1.3,,0.4,,,0.222,0.222,,0.455,
2960,1948,BAA,,,MNL,Johnny Orr\orrjo01,20.34,F,us,Beloit College,1950,1950,-0.1,34,,2.7,,0.6,,,0.339,0.339,,0.857,
2961,1948,BAA,,,INJ,Dick Wehr\wehrdi01,22.158,F,us,Rice University,1949,1949,-0.1,9,,1.3,,0.3,,,0.238,0.238,,0.333,
2962,1949,BAA,3,,BLB,Paul Gordon\gordopa01,21.353,F,us,Notre Dame,1950,1950,-0.1,4,,0.8,,0.8,,,0,0,,0.6,
2963,1949,BAA,4,,FTW,Jerry Nagel\nagelje01,20.312,G,us,Loyola Chicago,1950,1950,-0.1,14,,0.9,,1.3,,,0.214,0.214,,0.25,
2964,1949,BAA,2,,STB,Johnny Orr\orrjo01,21.29,F,us,Beloit College,1950,1950,-0.1,34,,2.7,,0.6,,,0.339,0.339,,0.857,
2965,1950,NBA,2,,BLB,John Pilch\pilchjo01,24.294,F,us,Wyoming,1952,1952,-0.1,9,4.6,0.6,1,0.2,,,0.1,0.1,,0.5,-0.118
2966,1951,NBA,2,14,SYR,Don Savage\savagdo01,23.021,F-G,us,LeMoyne College,1952,1957,-0.1,17,10.2,3.2,1.8,0.8,,,0.242,0.242,,0.686,-0.029
2967,1951,NBA,4,31,TRI,Jim Slaughter\slaugji01,22.352,C,us,South Carolina,1952,1952,-0.1,28,18.8,5.3,5.3,0.9,,,0.321,0.321,,0.603,-0.01
2968,1951,NBA,4,37,ROC,Elmer Behnke\behnkel01,22.086,C,us,Bradley,1952,1952,-0.1,4,13.8,4,4.3,1,,,0.273,0.273,,0.571,-0.098
2969,1951,NBA,5,48,PHW,Mike Kearns\kearnmi01,21.316,G,us,Princeton,1955,1955,-0.1,6,4.2,0.2,0.5,0.8,,,0,0,,0.25,-0.223
2970,1951,NBA,8,77,PHW,James Phelan\phelaja02,22.042,G,us,La Salle,1954,1954,-0.1,4,8.3,0.8,1.3,0.5,,,0,0,,0.5,-0.187
2971,1952,NBA,4,,BOS,Herm Hedderick\heddehe01,22.112,G,us,Canisius,1955,1955,-0.1,5,4.6,0.8,0.8,0.4,,,0.222,0.222,,0,-0.232
2972,1952,NBA,,,ROC,Ronnie MacGilvray\macgiro01,21.286,G,us,St. John's,1955,1955,-0.1,6,9.5,1.3,1.5,1.8,,,0.167,0.167,,0.571,-0.046
2973,1952,NBA,,,MNL,Carl McNulty\mcnulca01,22.077,G,us,Purdue,1955,1955,-0.1,1,14,2,0,0,,,0.167,0.167,,,-0.357
2974,1952,NBA,,,INO,Skippy Whitaker\whitask01,21.246,G,us,Kentucky,1955,1955,-0.1,3,5,0.7,0.3,0.3,,,0.167,0.167,,,-0.283
2975,1954,NBA,3,26,NYK,Don Anielak\anieldo01,23.18,F,us,Missouri State University,1955,1955,-0.1,1,10,3,2,0,,,0,0,,0.75,-0.263
2976,1954,NBA,4,29,MLH,Phil Martin\martiph01,26.028,G,us,Toledo,1955,1955,-0.1,7,6.7,1.7,1.4,0.9,,,0.263,0.263,,1,-0.094
2977,1954,NBA,5,43,ROC,Bo Erias\eriasbo01,21.273,F,us,Niagara University,1958,1958,-0.1,18,22.3,8.2,4.6,1.4,,,0.347,0.347,,0.638,-0.018
2978,1954,NBA,6,52,ROC,Red Davis\davisre01,22.007,C,,St. John's,1956,1956,-0.1,3,5.3,0.7,1.3,0.3,,,0,0,,1,-0.288
2979,1955,NBA,1,6,FTW,Johnny Horan\horanjo01,22.145,F,us,Dayton,1956,1956,-0.1,19,4.9,1.8,0.5,0.1,,,0.286,0.286,,0.909,-0.075
2980,1955,NBA,,,ROC,Bob Armstrong\armstbo01,21.305,C-F,us,Michigan State,1957,1957,-0.1,19,5.8,1.5,2.1,0.2,,,0.297,0.297,,0.5,-0.063
2981,1956,NBA,,,NYK,Pat Dunn\dunnpa01,25.051,G,,Utah State University,1958,1958,-0.1,28,7.4,2.5,1.1,1,,,0.311,0.311,,0.824,-0.013
2982,1956,NBA,,,STL,Norm Stewart\stewano01,21.106,F,us,Missouri,1957,1957,-0.1,5,7.4,2,1,0.4,,,0.267,0.267,,0.333,-0.157
2983,1957,NBA,1,7,SYR,George Bon Salle\bonsage01,21.296,F,us,Illinois,1962,1962,-0.1,3,3,1.3,0.7,0,,,0.25,0.25,,,-0.429
2984,1957,NBA,4,30,PHW,Ray Radziszewski\radzira01,22.053,F,us,Saint Joseph's,1958,1958,-0.1,1,6,0,2,1,,,0,0,,,-0.496
2985,1958,NBA,1,4,NYK,Pete Brennan\brennpe01,21.216,F,us,UNC,1959,1959,-0.1,16,8.5,2.5,1.9,0.4,,,0.302,0.302,,0.56,-0.03
2986,1960,NBA,2,12,DET,Ron Johnson\johnsro01,21.271,F,,Minnesota,1961,1961,-0.1,14,7.4,2.6,2.1,0.1,,,0.302,0.302,,0.647,-0.054
2987,1960,NBA,2,15,PHW,Pickles Kennedy\kennepi01,21.335,G,us,Temple,1961,1961,-0.1,7,7.4,1.7,1.1,1.3,,,0.19,0.19,,0.667,-0.134
2988,1960,NBA,5,38,STL,Jimmy Darrow\darroji01,22.204,G,us,Bowling Green,1962,1962,-0.1,5,6.8,2.4,1.4,1.2,,,0.2,0.2,,0.857,-0.112
2989,1960,NBA,8,56,CIN,Sam Stith\stithsa01,22.269,G,us,St. Bonaventure,1962,1962,-0.1,32,13.8,4.4,1.6,1.9,,,0.364,0.364,,0.605,-0.006
2990,1961,NBA,3,28,SYR,Chuck Osborne\osborch01,22.071,F,,Western Kentucky,1962,1962,-0.1,4,5.3,1.3,2.3,0.3,,,0.125,0.125,,0.75,-0.134
2991,1961,NBA,4,33,NYK,George Blaney\blanege01,21.141,G,us,Holy Cross,1962,1962,-0.1,36,10.1,3.3,1,1.3,,,0.38,0.38,,0.529,-0.014
2992,1961,NBA,7,61,CIN,Dave Zeller\zelleda01,21.298,G,,Miami University,1962,1962,-0.1,61,4.6,1.5,0.4,1,,,0.353,0.353,,0.75,-0.01
2993,1962,NBA,3,23,SFW,Dave Fedor\fedorda01,21.111,F,,Florida State,1963,1963,-0.1,7,3.9,0.9,0.9,0.1,,,0.3,0.3,,0,-0.128
2994,1962,NBA,6,46,STL,Jay Carty\cartyja01,20.27,F,us,Oregon State,1969,1969,-0.1,28,6.9,2.7,2.1,0.4,,,0.382,0.382,,0.727,-0.017
2995,1962,NBA,12,90,CHZ,Mel Nowell\nowelme01,22.095,G,,Ohio State,1963,1963,-0.1,39,15.1,5.9,1.7,2.2,,,0.388,0.388,,0.727,-0.006
2996,1963,NBA,2,16,LAL,Mel Gibson\gibsome01,22.126,G,us,Western Carolina University,1964,1964,-0.1,9,5.9,1.4,0.4,0.7,,,0.3,0.3,,0.5,-0.119
2997,1965,NBA,2,9,SFW,Will Frazier\fraziwi01,22.261,C-F,us,Grambling State University,1966,1966,-0.1,2,4.5,0.5,2.5,0.5,,,0,0,,0.5,-0.385
2998,1965,NBA,2,17,BOS,Ron Watts\wattsro01,21.356,F,,Wake Forest,1966,1967,-0.1,28,3.3,1.4,1.4,0.1,,,0.261,0.261,,0.696,-0.062
2999,1966,NBA,4,38,BOS,Johnny Austin\austijo01,21.258,G,us,Boston College,1967,1967,-0.1,4,15.3,5.8,1.8,1,,,0.227,0.227,,0.813,-0.043
3000,1967,NBA,4,34,CHI,Jim Burns\burnsji01,21.229,G,,Northwestern,1968,1968,-0.1,3,3.7,1.3,0.7,0.3,,,0.286,0.286,,,-0.248
3001,1967,NBA,9,96,STL,Ed Biedenbach\biedeed01,21.269,G,us,NC State,1969,1969,-0.1,7,2.6,0.6,0.3,0.4,,,0,0,,0.667,-0.248
3002,1968,NBA,1,14,PHI,Shaler Halimon\halimsh01,23.072,G-F,us,Utah State University,1969,1972,-0.1,170,14.8,6.7,3.4,1.8,,,0.397,0.397,,0.622,-0.001
3003,1968,NBA,4,45,LAL,Ed Biedenbach\biedeed01,22.302,G,us,NC State,1969,1969,-0.1,7,2.6,0.6,0.3,0.4,,,0,0,,0.667,-0.248
3004,1968,NBA,6,77,PHO,Rod Knowles\knowlro01,22.103,F-C,,Davidson,1969,1969,-0.1,8,5,1.1,1.1,0,,,0.286,0.286,,0.333,-0.148
3005,1968,NBA,10,122,SEA,Joe Kennedy\kennejo01,21.149,F,,Duke,1969,1970,-0.1,86,15.4,5.3,3,0.8,,,0.373,0.373,,0.794,-0.003
3006,1968,NBA,10,131,ATL,Dwight Waller\walledw01,22.248,F,us,Tennessee State,1969,1969,-0.1,11,2.6,0.6,0.9,0.1,,,0.222,0.222,,0.429,-0.134
3007,1969,NBA,2,17,MIL,Bob Greacen\greacbo01,21.21,F,,Rutgers University,1970,1971,-0.1,43,7.8,2.6,1.5,0.9,,,0.372,0.372,,0.6,-0.015
3008,1969,NBA,11,147,SDR,Justus Thigpen\thigpju01,21.243,G,,Weber State,1973,1974,-0.1,19,5.3,2.5,0.5,0.4,0,0,0.4,0.4,,,-0.061
3009,1970,NBA,2,30,LAL,Earnie Killum\killuea01,21.29,G,,Stetson University,1971,1971,-0.1,4,3,0.3,0.5,0,,,0,0,,1,-0.314
3010,1970,NBA,2,33,MIL,Bill Zopf\zopfbi01,21.294,G,,Duquesne,1971,1971,-0.1,53,7.5,2.2,0.9,1.4,,,0.363,0.363,,0.556,-0.011
3011,1972,NBA,2,19,KCO,Sam Sibert\sibersa01,23.064,F,,Kentucky State University,1973,1973,-0.1,5,5.2,2.4,0.8,0,,,0.308,0.308,,0.8,-0.105
3012,1972,NBA,2,22,LAL,Paul Stovall\stovapa01,23.243,F,,Arizona State,1973,1973,-0.1,25,8.4,3,2.4,0.5,,,0.342,0.342,,0.632,-0.024
3013,1973,NBA,6,98,CHI,Johnny Neumann\neumajo01,21.231,G-F,us,Ole Miss,1977,1978,-0.1,83,13.9,5.6,1,2,0.4,0.1,0.406,0.406,,0.686,-0.006
3014,1974,NBA,4,63,BUF,Bernie Harris\harribe01,23.189,F,us,VCU,1975,1975,-0.1,11,2.3,0.5,0.7,0.1,0,0.1,0.182,0.182,,0.5,-0.19
3015,1974,NBA,5,86,NYK,Greg Jackson\jacksgr01,21.304,G,us,Guilford College,1975,1975,-0.1,49,16.4,3.7,1.4,2,0.5,0.2,0.415,0.415,,0.581,-0.005
3016,1975,NBA,1,9,NYK,Gene Short\shortge01,21.3,F,us,Jackson State University,1976,1976,-0.1,34,6.5,2.5,1.4,0.3,0.2,0.1,0.352,0.352,,0.625,-0.025
3017,1975,NBA,1,12,SEA,Frank Oleynick\oleynfr01,20.103,G,us,Seattle University,1976,1977,-0.1,102,11.4,5,0.9,1.1,0.3,0.1,0.386,0.386,,0.708,-0.005
3018,1975,NBA,2,35,PHO,Allen Murphy\murphal01,22.323,G,us,Louisville,1977,1977,-0.1,2,9,2.5,2,0,0,0,0.2,0.2,,0.429,-0.229
3019,1975,NBA,6,99,CLE,Henry Ward\wardhe01,23.125,G-F,us,Jackson State University,1977,1977,-0.1,27,6.3,3.1,1.2,0.2,0.2,0.2,0.378,0.378,,0.882,-0.023
3020,1976,NBA,1,16,BOS,Norm Cook\cookno01,21.085,F,us,Kansas,1977,1978,-0.1,27,5.5,2.4,1.1,0.2,0.4,0.1,0.373,0.373,,0.529,-0.018
3021,1977,NBA,2,24,BUF,Larry Johnson\johnsla01,22.2,G,us,Kentucky,1978,1978,-0.1,4,9.5,1.5,1.3,1.8,1.3,0.5,0.231,0.231,,0,-0.099
3022,1977,NBA,2,34,HOU,Larry Moffett\moffela01,22.223,F,us,UNLV,1978,1978,-0.1,20,5.5,0.8,1.1,0.4,0.1,0.1,0.294,0.294,,0.6,-0.042
3023,1977,NBA,4,69,MIL,Lewis Brown\brownle02,22.117,C,us,UNLV,1981,1981,-0.1,2,2.5,1,1,0,0,0,0,0,,0.4,-0.667
3024,1977,NBA,4,71,PHO,Greg Griffin\griffgr01,24.283,F,us,Idaho State University,1978,1978,-0.1,36,11.7,4,2.9,0.7,0.4,0,0.361,0.361,,0.639,-0.011
3025,1978,NBA,4,84,NJN,Walter Jordan\jordawa01,22.116,F,us,Purdue,1981,1981,-0.1,30,6.9,2.3,1.4,0.4,0.4,0.2,0.387,0.387,,0.588,-0.021
3026,1978,NBA,10,190,NOJ,Rickey Williams\williri01,21.094,G,us,Cal State Long Beach,1983,1983,-0.1,44,7.9,3.3,0.9,0.8,0.5,0.1,0.415,0.424,0,0.66,-0.017
3027,1979,NBA,2,29,DET,Tony Price\priceto01,22.176,G,us,Penn,1981,1981,-0.1,5,5.8,0.8,0,0.6,0.4,0.2,0.286,0.286,,,-0.089
3028,1979,NBA,2,37,PHI,Bernard Toone\toonebe01,22.351,F,us,Marquette,1980,1980,-0.1,23,5.4,2.4,1.5,0.5,0.2,0.2,0.359,0.386,0.143,0.8,-0.036
3029,1979,NBA,3,45,UTA,Arvid Kramer\kramear01,22.271,C,us,Augustana College (SD),1980,1980,-0.1,8,5.6,2,1.5,0.4,0,0.6,0.318,0.318,,1,-0.102
3030,1979,NBA,4,67,UTA,Greg Deane\deanegr01,21.206,G,us,Utah,1980,1980,-0.1,7,6.9,1.4,0.9,0.9,0,0,0.182,0.1,1,0.714,-0.07
3031,1979,NBA,10,185,UTA,Paul Dawkins\dawkipa01,22.02,F,us,Northern Illinois,1980,1980,-0.1,57,13.6,5.5,2.2,1.4,0.6,0.2,0.47,0.475,0.2,0.688,-0.009
3032,1980,NBA,1,21,PHI,Monti Davis\davismo01,21.325,F,us,Tennessee State,1981,1981,-0.1,2,5,1.5,2,0,0,0.5,0.2,0.2,,0.2,-0.311
3033,1980,NBA,2,27,HOU,John Stroud\stroujo01,22.23,F,us,Ole Miss,1981,1981,-0.1,9,9.8,2.8,1.4,1,0.1,0,0.324,0.324,,0.75,-0.036
3034,1980,NBA,2,40,IND,Dick Miller\milledi01,22.051,F,us,Toledo,1981,1981,-0.1,8,6.6,1,0.9,0.6,0.5,0,0.444,0.5,0,,-0.102
3035,1980,NBA,5,93,DET,Tony Fuller\fulleto01,21.285,G,us,Pepperdine,1981,1981,-0.1,15,16.5,4,2.8,1.9,0.7,0.1,0.364,0.369,0,0.75,-0.021
3036,1980,NBA,8,168,POR,John Stroeder\stroejo01,21.327,F,us,Montana,1988,1989,-0.1,46,6.4,1.8,1.8,0.5,0.1,0.3,0.369,0.378,0,0.667,-0.01
3037,1981,NBA,2,36,IND,Ray Blume\blumera01,22.265,G,us,Oregon State,1982,1982,-0.1,49,11.1,4.6,0.8,1.4,0.5,0,0.459,0.48,0.222,0.643,-0.013
3038,1981,NBA,3,49,NJN,David Burns\burnsda01,22.347,G,us,Saint Louis,1982,1982,-0.1,9,9.7,2.6,0.6,1.7,0.3,0,0.438,0.438,,0.6,-0.071
3039,1982,NBA,2,28,CLE,Dave Magley\magleda01,22.223,F,us,Kansas,1983,1983,-0.1,14,4,0.9,0.7,0.1,0.1,0,0.25,0.267,0,0.5,-0.066
3040,1982,NBA,2,40,IND,Guy Morgan\morgagu01,21.315,G,us,Wake Forest,1983,1983,-0.1,8,5.8,1.9,2.1,0.9,0.3,0,0.292,0.292,,0.25,-0.059
3041,1982,NBA,2,42,HOU,Jeff Taylor\tayloje01,22.185,G,us,Texas Tech,1983,1987,-0.1,56,14.6,3.2,1.5,2,0.8,0.3,0.412,0.414,0,0.696,-0.008
3042,1982,NBA,2,43,IND,Jose Slaughter\slaugjo01,21.298,G,us,University of Portland,1983,1983,-0.1,63,8.2,3.6,1.1,0.8,0.6,0.1,0.374,0.406,0.22,0.644,-0.007
3043,1982,NBA,3,50,DAL,Corny Thompson\thompco01,22.15,F,us,UConn,1983,1983,-0.1,44,11.8,2.8,2.7,0.8,0.3,0.2,0.314,0.314,,0.783,-0.01
3044,1982,NBA,3,51,KCK,Jim Johnstone\johnsji01,21.287,C-F,us,Wake Forest,1983,1983,-0.1,23,8.3,1.3,2,0.5,0.1,0.3,0.367,0.367,,0.45,-0.02
3045,1982,NBA,10,221,PHO,Dale Wilkinson\wilkida01,22.108,F,us,Idaho State University,1985,1985,-0.1,12,3.8,1.2,0.3,0.2,0,0,0.25,0.267,0,0.857,-0.124
3046,1983,NBA,1,17,PHI,Leo Rautins\rautile01,23.105,F,ca,Syracuse,1984,1985,-0.1,32,6.5,1.5,1.1,1,0.3,0.1,0.35,0.35,,0.6,-0.03
3047,1983,NBA,1,24,CLE,Stewart Granger\grangst01,21.249,G,ca,Villanova,1984,1987,-0.1,80,12.5,4,1,2.2,0.4,0,0.414,0.425,0.235,0.742,-0.005
3048,1983,NBA,4,75,CHI,Ron Crevier\creviro01,25.081,C,ca,Boston College,1986,1986,-0.1,3,1.3,0,0.3,0,0,0,0,0,,0,-0.795
3049,1984,NBA,1,23,LAL,Earl Jones\jonesea01,23.163,C,us,University of the District of Columbia,1985,1986,-0.1,14,3.6,0.9,0.7,0.3,0,0.1,0.385,0.385,,0.75,-0.09
3050,1984,NBA,3,61,DAL,Jeff Cross\crossje01,22.297,F,us,University of Maine,1986,1986,-0.1,21,6.1,1.2,1.4,0,0.1,0.1,0.25,0.25,,0.56,-0.038
3051,1984,NBA,3,62,UTA,David Pope\popeda01,22.071,F,us,Norfolk State,1985,1986,-0.1,33,6.2,1.9,0.9,0.3,0.2,0.1,0.356,0.352,0.5,0.529,-0.026
3052,1984,NBA,3,68,PHI,Butch Graves\gravebu01,22.171,G,us,Yale,1985,1985,-0.1,4,2.8,1.3,0.5,0.3,0.3,0,0.333,0.4,0,0.2,-0.243
3053,1984,NBA,9,185,IND,Brian Martin\martibr01,21.311,F,us,Kansas,1986,1986,-0.1,8,2.6,0.8,0.5,0,0,0.1,0.429,0.429,,0,-0.132
3054,1985,NBA,2,29,SAS,Mike Brittain\brittmi01,22.003,C,us,South Carolina,1986,1987,-0.1,38,6.5,1.7,1.4,0.2,0.1,0.3,0.5,0.5,,0.524,-0.011
3055,1985,NBA,2,32,PHO,Nick Vanos\vanosni01,22.072,C,us,Santa Clara,1986,1987,-0.1,68,12.4,3.3,3.5,0.9,0.3,0.4,0.383,0.386,0,0.561,-0.007
