Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,WS,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS/48
873,2005,NBA,1,7,TOR,Charlie Villanueva\villach01,20.313,F,us,UConn,2006,2016,22.6,656,20.7,10.4,4.6,0.8,0.5,0.5,0.435,0.484,0.341,0.772,0.08
874,2007,NBA,1,10,SAC,Spencer Hawes\hawessp01,19.065,C-F,us,Washington,2008,2017,22.6,684,22.7,8.7,5.7,1.9,0.4,1,0.457,0.482,0.35,0.716,0.07
875,1989,NBA,1,5,CHH,J.R. Reid\reidjr01,21.093,F,us,UNC,1990,2001,22.5,672,22.9,8.5,5,1,0.8,0.4,0.472,0.475,0.135,0.716,0.07
876,2003,NBA,1,25,DET,Carlos Delfino\delfica01,20.306,G,ar,,2005,2013,22.5,507,22.8,8.1,3.6,1.7,0.9,0.2,0.401,0.438,0.365,0.758,0.093
877,2007,NBA,1,7,MIN,Corey Brewer\breweco01,21.12,F-G,us,Florida,2008,2020,22.5,819,22.9,8.7,2.8,1.5,1.2,0.3,0.425,0.48,0.284,0.713,0.058
878,2015,NBA,1,6,SAC,Willie Cauley-Stein\caulewi01,21.316,F-C,us,Kentucky,2016,2021,22.5,389,22.8,9.2,6.1,1.5,0.9,0.8,0.544,0.547,0.179,0.614,0.122
879,2015,NBA,2,37,PHI,Richaun Holmes\holmeri01,21.258,F-C,us,Bowling Green,2016,2021,22.5,321,20.5,9.3,5.6,1,0.6,1.1,0.597,0.626,0.253,0.737,0.164
880,1970,NBA,3,46,PHI,Dennis Awtrey\awtrede01,22.035,C,us,Santa Clara,1971,1982,22.4,733,19.3,4.8,4.6,2,0.3,0.2,0.459,0.459,,0.652,0.076
881,2014,NBA,1,30,SAS,Kyle Anderson\anderky01,20.284,F-G,us,UCLA,2015,2021,22.4,424,20.7,6.3,4.2,2.2,1,0.6,0.482,0.526,0.328,0.72,0.123
882,1964,NBA,1,4,PHI,Luke Jackson\jackslu01,22.191,F-C,us,University of Texas-Pan American,1965,1972,22.3,522,26.4,9.9,8.8,1.6,,,0.415,0.415,,0.722,0.078
883,1997,NBA,1,10,MIL,Danny Fortson\fortsda01,21.095,F,us,Cincinnati,1998,2007,22.3,440,20.1,8.2,7.2,0.7,0.4,0.2,0.472,0.473,0.167,0.785,0.121
884,2012,NBA,1,15,PHI,Maurice Harkless\harklma01,19.053,F-G,us,St. John's,2013,2021,22.3,563,22.8,7,3.6,0.9,1,0.7,0.477,0.548,0.324,0.617,0.083
885,2015,NBA,1,27,LAL,Larry Nance\nancela02,22.18,F-C,us,Wyoming,2016,2021,22.3,350,24.2,8.3,6.7,1.9,1.3,0.5,0.529,0.575,0.333,0.687,0.126
886,1968,NBA,4,50,MIL,Greg Smith\smithgr01,21.133,F,us,Western Kentucky,1969,1976,22.2,524,23.4,7.8,6.2,1.8,0.1,0,0.482,0.482,,0.646,0.087
887,2013,NBA,1,24,NYK,Tim Hardaway\hardati02,21.108,G,us,Michigan,2014,2021,22.2,532,26.8,13.7,2.7,1.8,0.6,0.1,0.422,0.49,0.357,0.814,0.075
888,1974,NBA,1,7,ATL,Tom Henderson\hendeto01,22.128,G,us,Hawaii,1975,1983,22.1,650,27.2,9.4,2.3,4.8,1.2,0.1,0.433,0.434,0,0.739,0.06
889,1981,NBA,1,16,POR,Darnell Valentine\valenda01,22.132,G,us,Kansas,1982,1991,22.1,620,23.2,8.7,2.1,5,1.5,0.1,0.437,0.443,0.261,0.787,0.074
890,1987,NBA,2,39,PHI,Vincent Askew\askewvi01,21.119,G-F,us,Memphis,1988,1998,22.1,467,20,7.1,2.5,2.2,0.7,0.2,0.479,0.499,0.3,0.754,0.113
891,1950,NBA,1,4,WSC,Dick Schnittker\schnidi01,21.338,F,us,Ohio State,1951,1958,22,364,18.5,8.3,3.8,1.3,,,0.379,0.379,,0.825,0.157
892,1972,NBA,5,70,HOU,James Silas\silasja01,23.064,G,us,Stephen F. Austin,1977,1982,22,357,24.2,14.2,2.1,3.4,0.7,0.2,0.485,0.487,0,0.852,0.122
893,1973,NBA,1,12,CHI,Kevin Kunnert\kunneke01,21.17,C-F,us,Iowa,1974,1982,22,555,21.8,8.3,7.3,1.4,0.5,1.1,0.476,0.476,,0.682,0.087
894,1980,NBA,1,2,UTA,Darrell Griffith\griffda01,22,G,us,Louisville,1981,1991,22,765,28,16.2,3.3,2.1,1.2,0.3,0.463,0.485,0.332,0.707,0.049
895,1992,NBA,2,41,HOU,Popeye Jones\jonespo01,22.013,F,us,Murray State,1994,2004,22,535,23.5,7,7.4,1.3,0.6,0.3,0.447,0.451,0.281,0.751,0.084
896,2008,NBA,1,19,CLE,J.J. Hickson\hicksjj01,19.3,F-C,us,NC State,2009,2016,21.9,534,22.3,9.5,6.8,0.8,0.5,0.6,0.505,0.508,0,0.617,0.088
897,2017,NBA,1,13,DEN,Donovan Mitchell\mitchdo01,20.293,G,us,Louisville,2018,2021,21.9,278,33.7,23.4,4.1,4.3,1.2,0.3,0.439,0.485,0.362,0.829,0.112
898,2017,NBA,1,19,ATL,John Collins\collijo01,19.277,F,us,Wake Forest,2018,2021,21.9,228,28.7,16.6,8.6,1.5,0.6,1,0.566,0.613,0.372,0.774,0.161
899,1972,NBA,2,26,POR,Dave Twardzik\twardda01,21.208,G,us,Old Dominion,1977,1980,21.8,280,24.7,9.5,2.2,3.4,1.4,0.1,0.552,0.552,0.571,0.823,0.151
900,1986,NBA,1,10,SAS,Johnny Dawkins\dawkijo01,22.268,G,us,Duke,1987,1995,21.8,541,27.5,11.1,2.5,5.5,1.1,0.1,0.456,0.471,0.33,0.857,0.07
901,1989,NBA,1,1,SAC,Pervis Ellison\ellispe01,22.091,F-C,us,Louisville,1990,2001,21.8,474,24.5,9.5,6.7,1.5,0.6,1.6,0.51,0.513,0.05,0.689,0.09
902,2008,NBA,1,3,MIN,O.J. Mayo\mayooj01,20.239,G,us,USC,2009,2016,21.8,547,30.9,13.8,3.1,2.9,1,0.3,0.429,0.459,0.373,0.82,0.062
903,2016,NBA,2,36,MIL,Malcolm Brogdon\brogdma01,23.2,G,us,Virginia,2017,2021,21.8,295,29.9,15.1,4.1,4.7,0.9,0.2,0.467,0.506,0.388,0.887,0.119
904,1997,NBA,2,47,POR,Alvin Williams\willial02,22.329,G,us,Villanova,1998,2007,21.7,460,27.4,9,2.5,4.1,1.2,0.2,0.421,0.443,0.313,0.76,0.082
905,2001,NBA,1,4,CHI,Eddy Curry\curryed01,18.209,C,us,,2002,2013,21.7,527,24.9,12.9,5.2,0.5,0.3,0.7,0.545,0.544,1,0.642,0.08
906,1984,NBA,1,12,CLE,Tim McCormick\mccorti01,22.107,C,us,Michigan,1985,1992,21.5,483,21.5,8.3,4.9,1,0.3,0.4,0.535,0.537,0.063,0.703,0.099
907,1986,NBA,3,60,POR,Dražen Petrović\petrodr01,21.243,G,hr,,1990,1993,21.5,290,26.4,15.4,2.3,2.4,0.9,0.1,0.506,0.52,0.437,0.841,0.134
908,2002,NBA,1,24,NJN,Nenad Krstić\krstine01,18.341,C,rs,,2005,2011,21.5,419,25.2,10,5.4,0.8,0.4,0.7,0.494,0.495,0.143,0.73,0.098
909,2015,NBA,1,13,PHO,Devin Booker\bookede01,18.242,G,us,Kentucky,2016,2021,21.5,398,33.5,22.9,3.7,4.7,0.8,0.3,0.454,0.5,0.353,0.869,0.077
910,2000,NBA,1,2,VAN,Stromile Swift\swiftst01,20.225,F,us,LSU,2001,2009,21.3,547,19.8,8.4,4.6,0.5,0.6,1.2,0.473,0.476,0.074,0.699,0.095
911,1973,NBA,9,138,PHI,Harvey Catchings\catchha01,21.24,C-F,us,Hardin-Simmons University,1975,1985,21.2,725,18.2,3.2,5,0.8,0.4,1.7,0.435,0.436,0,0.647,0.077
912,1974,NBA,3,42,PHI,Harvey Catchings\catchha01,22.274,C-F,us,Hardin-Simmons University,1975,1985,21.2,725,18.2,3.2,5,0.8,0.4,1.7,0.435,0.436,0,0.647,0.077
913,1979,NBA,4,82,GSW,Jerry Sichting\sichtje01,22.213,G,us,Purdue,1981,1990,21.2,598,21.3,6.9,1.4,3.3,0.7,0,0.507,0.519,0.271,0.857,0.08
914,1993,NBA,2,47,SAS,Chris Whitney\whitnch01,21.274,G,us,Clemson,1994,2004,21.2,579,17.4,6.5,1.4,2.8,0.6,0.1,0.395,0.427,0.361,0.875,0.101
915,2016,NBA,1,9,TOR,Jakob Pöltl\poeltja01,20.257,C,at,Utah,2017,2021,21.2,337,18.2,6,5.4,1.1,0.5,1.1,0.635,0.636,0.5,0.522,0.166
916,1992,NBA,1,22,PHO,Oliver Miller\milleol01,22.085,C,us,Arkansas,1993,2004,21.1,493,23,7.4,5.9,2.2,0.9,1.5,0.534,0.541,0.116,0.639,0.089
917,2015,NBA,1,4,NYK,Kristaps Porziņģis\porzikr01,19.332,F-C,lv,,2016,2021,21.1,282,31.2,18.7,7.9,1.5,0.7,2,0.44,0.48,0.359,0.808,0.115
918,2012,NBA,1,2,CHA,Michael Kidd-Gilchrist\kiddgmi01,18.28,F,us,Kentucky,2013,2020,21,446,24.6,8.4,5.4,1.2,0.7,0.7,0.474,0.481,0.272,0.715,0.092
919,1982,NBA,1,8,IND,Clark Kellogg\kellocl01,21.002,F,us,Ohio State,1983,1987,20.9,260,32.7,18.9,9.5,2.9,1.5,0.4,0.497,0.5,0.338,0.757,0.118
920,1983,NBA,1,18,MIL,Randy Breuer\breuera01,22.265,C,us,Minnesota,1984,1994,20.9,681,18.4,6.8,4.4,0.9,0.4,1.1,0.467,0.468,0,0.628,0.08
921,1985,NBA,1,21,PHI,Terry Catledge\catlete01,21.306,F,us,University of South Alabama,1986,1993,20.9,515,26.3,12.7,6.4,0.9,0.6,0.2,0.485,0.487,0.094,0.654,0.074
922,1990,NBA,1,6,MIN,Felton Spencer\spencfe01,22.169,C,us,Louisville,1991,2002,20.9,640,19.2,5.2,5.4,0.3,0.4,0.8,0.484,0.484,0,0.658,0.081
923,1998,NBA,2,53,DAL,Greg Buckner\buckngr01,21.286,G,us,Clemson,2000,2009,20.9,570,19.1,5,2.8,1.3,0.8,0.2,0.45,0.496,0.334,0.757,0.092
924,2008,NBA,2,36,POR,Ömer Aşık\asikom01,21.363,C,tr,,2011,2018,20.9,471,19.6,5.3,7.1,0.6,0.4,0.7,0.528,0.528,0,0.551,0.109
925,2016,NBA,1,7,DEN,Jamal Murray\murraja01,19.125,G,ca,Kentucky,2017,2021,20.9,345,30.1,16.3,3.6,3.8,1,0.3,0.446,0.497,0.367,0.878,0.096
926,1967,NBA,6,63,SFW,Dale Schlueter\schluda01,21.177,C,us,Colorado State,1969,1978,20.8,586,16.4,5.3,5.2,1.6,0.1,0.2,0.497,0.497,,0.678,0.104
927,1968,NBA,13,163,CHI,Herm Gilliam\gillihe01,22.036,G-F,us,Purdue,1970,1977,20.8,578,26,10.8,3.8,3.8,0.6,0.1,0.441,0.441,,0.792,0.066
928,1969,NBA,1,8,CIN,Herm Gilliam\gillihe01,22.343,G-F,us,Purdue,1970,1977,20.8,578,26,10.8,3.8,3.8,0.6,0.1,0.441,0.441,,0.792,0.066
929,1986,NBA,1,20,HOU,Buck Johnson\johnsbu01,22.171,F,us,Alabama,1987,1993,20.8,505,23.5,9.1,3.5,1.7,0.8,0.5,0.488,0.494,0.113,0.738,0.084
930,2001,NBA,1,1,WAS,Kwame Brown\brownkw01,19.114,F,us,,2002,2013,20.8,607,22.1,6.6,5.5,0.9,0.5,0.6,0.492,0.493,0.111,0.57,0.074
931,2002,NBA,2,53,MIA,Rasual Butler\butlera01,23.04,F-G,us,La Salle,2003,2016,20.8,809,21.3,7.5,2.4,0.8,0.4,0.5,0.403,0.437,0.362,0.747,0.058
932,2011,NBA,1,23,HOU,Nikola Mirotić\mirotni01,20.137,F,me,,2015,2019,20.8,319,24.2,12.3,5.9,1.3,0.8,0.7,0.423,0.502,0.359,0.808,0.129
933,1984,NBA,1,20,DET,Tony Campbell\campbto01,22.049,F-G,us,Ohio State,1985,1995,20.7,690,22,11.6,3.1,1.5,0.8,0.2,0.456,0.463,0.254,0.79,0.065
934,2012,NBA,1,14,MIL,John Henson\hensojo01,21.188,C-F,us,UNC,2013,2020,20.7,445,19.7,7.6,5.3,1.1,0.5,1.4,0.54,0.549,0.25,0.568,0.113
935,2003,NBA,2,43,MIL,Keith Bogans\boganke01,23.05,G-F,us,Kentucky,2004,2014,20.4,671,21.6,6.3,2.7,1.3,0.6,0.1,0.394,0.442,0.353,0.716,0.068
936,2005,NBA,1,19,MEM,Hakim Warrick\warriha01,22.361,F,us,Syracuse,2006,2013,20.4,526,20.2,9.4,4,0.8,0.4,0.3,0.49,0.499,0.191,0.726,0.092
937,2018,NBA,1,3,ATL,Luka Dončić\doncilu01,19.118,G-F,si,,2019,2021,20.4,187,33.5,25.8,8.4,7.7,1,0.4,0.457,0.548,0.332,0.735,0.157
938,1949,BAA,,,MNL,Paul Walther\walthpa01,22.004,G-F,us,Tennessee,1950,1955,20.3,370,19.6,7.7,3.2,2.6,,,0.362,0.362,,0.708,0.134
939,1965,NBA,1,3,NYK,Dave Stallworth\stallda01,23.143,F-C,us,Wichita State,1966,1975,20.3,522,20.1,9.3,4.7,1.7,0.1,0,0.438,0.438,,0.732,0.093
940,2005,NBA,1,26,DET,Jason Maxiell\maxieja01,22.136,F,us,Cincinnati,2006,2015,20.3,618,18.4,5.6,4.2,0.4,0.4,0.8,0.495,0.496,0,0.564,0.086
941,2013,NBA,1,17,ATL,Dennis Schröder\schrode01,19.29,G,de,,2014,2021,20.3,552,26.2,14.3,2.9,4.7,0.8,0.1,0.436,0.474,0.338,0.83,0.068
942,1959,NBA,,,STL,Bob Ferry\ferrybo01,21.309,C-F,us,Saint Louis,1960,1969,20.2,634,20.2,9.1,5.3,1.4,,,0.433,0.433,,0.664,0.076
943,1984,NBA,2,39,SEA,Danny Young\youngda01,21.334,G,us,Wake Forest,1985,1995,20.2,574,16.6,4.6,1.2,2.9,0.9,0.1,0.437,0.476,0.327,0.835,0.101
944,2009,NBA,1,13,IND,Tyler Hansbrough\hansbty01,23.24,F,us,UNC,2010,2016,20.2,428,16.9,6.7,4.2,0.4,0.5,0.2,0.439,0.442,0.136,0.738,0.134
945,2010,NBA,1,2,PHI,Evan Turner\turneev01,21.245,G,us,Ohio State,2011,2020,20.2,705,26.9,9.7,4.6,3.5,0.8,0.3,0.434,0.458,0.294,0.782,0.051
946,1983,NBA,1,1,HOU,Ralph Sampson\sampsra01,22.361,C-F,us,Virginia,1984,1992,20.1,456,29.8,15.4,8.8,2.3,0.9,1.6,0.486,0.489,0.172,0.661,0.071
947,2001,NBA,1,18,HOU,Jason Collins\collija04,22.213,C,us,Stanford,2002,2014,20.1,735,20.4,3.6,3.7,0.9,0.5,0.5,0.411,0.414,0.206,0.647,0.064
948,2001,NBA,2,42,SEA,Bobby Simmons\simmobo01,21.03,G-F,us,DePaul,2002,2012,20.1,466,24.7,9,3.8,1.5,0.8,0.2,0.437,0.452,0.396,0.823,0.084
949,2009,NBA,1,28,MIN,Wayne Ellington\ellinwa01,21.214,G,us,UNC,2010,2021,20.1,724,21,8.1,2.2,1.1,0.5,0.1,0.411,0.448,0.382,0.843,0.063
950,1987,NBA,6,127,GSW,Šarūnas Marčiulionis\marcisa01,23.014,G,lt,,1990,1997,20,363,22.4,12.8,2.3,2.2,1.3,0.1,0.505,0.522,0.369,0.768,0.118
951,1990,NBA,1,21,PHO,Jayson Williams\willija01,22.131,F-C,us,St. John's,1991,1999,20,475,20.6,7.3,7.5,0.6,0.4,0.6,0.44,0.442,0.125,0.606,0.098
952,2000,NBA,2,37,MIA,Eddie House\houseed01,22.051,G,us,Arizona State,2001,2011,20,717,17.3,7.5,1.7,1.6,0.7,0.1,0.409,0.423,0.39,0.851,0.077
953,2009,NBA,2,43,MIA,Marcus Thornton\thornma01,22.026,G,us,LSU,2010,2017,20,483,23.4,11.9,2.8,1.4,0.8,0.1,0.425,0.471,0.358,0.83,0.085
954,1986,NBA,1,12,WSB,John Williams\willijo02,19.239,F-C,us,LSU,1987,1995,19.9,435,25.2,10.1,5.1,2.9,1.3,0.4,0.451,0.469,0.225,0.704,0.087
955,2013,NBA,1,5,PHO,Alex Len\lenal01,20.016,C,ua,Maryland,2014,2021,19.9,519,19.2,7.8,6,0.8,0.4,1,0.504,0.524,0.331,0.684,0.096
956,2015,NBA,2,40,MIA,Josh Richardson\richajo01,21.288,G,us,Tennessee,2016,2021,19.9,362,30.8,12.4,3.2,2.9,1.1,0.6,0.427,0.478,0.357,0.829,0.086
957,1981,NBA,4,76,GSW,Lewis Lloyd\lloydle01,22.113,G-F,us,Drake University,1982,1990,19.8,388,24.2,13.2,3.1,2.9,0.9,0.3,0.524,0.528,0.213,0.771,0.101
958,1986,NBA,1,7,DAL,Roy Tarpley\tarplro01,21.206,C-F,us,Michigan,1987,1995,19.8,280,26.7,12.6,10,1,1.1,1.2,0.483,0.487,0.176,0.744,0.127
959,1994,NBA,1,7,LAC,Lamond Murray\murrala01,21.075,F,us,California,1995,2006,19.8,736,25.1,11.3,4.1,1.3,0.9,0.4,0.43,0.447,0.36,0.759,0.052
960,2014,NBA,2,33,CLE,Joe Harris\harrijo01,22.299,G,us,Virginia,2015,2021,19.8,392,25.3,11.1,3.2,1.7,0.5,0.2,0.485,0.547,0.438,0.78,0.096
961,1972,NBA,2,16,LAL,Jim Price\priceji01,22.14,G,us,Louisville,1973,1979,19.7,510,25.1,10,3.1,3.7,1.4,0.2,0.444,0.444,,0.815,0.074
962,1998,NBA,1,23,DEN,Tyronn Lue\luety01,21.057,G,us,Nebraska,1999,2009,19.7,554,22.7,8.5,1.7,3.1,0.5,0,0.437,0.456,0.391,0.829,0.075
963,2003,NBA,1,11,GSW,Mickaël Piétrus\pietrmi01,21.144,G-F,gp,,2004,2013,19.7,557,21.5,8.3,3.1,0.8,0.7,0.4,0.425,0.495,0.355,0.665,0.079
964,2011,NBA,1,12,UTA,Alec Burks\burksal01,19.343,G,us,Colorado,2012,2021,19.7,539,22.2,10.5,3.3,1.9,0.7,0.2,0.421,0.442,0.371,0.796,0.079
965,1976,NBA,5,74,NOJ,Paul Griffin\griffpa01,22.145,F-C,us,Western Michigan,1977,1983,19.6,480,20.9,5.1,5.5,2.3,0.8,0.5,0.505,0.505,,0.692,0.094
966,2009,NBA,1,23,SAC,Omri Casspi\casspom01,21.008,F,il,,2010,2019,19.6,588,20.3,7.9,4,1.1,0.6,0.2,0.454,0.502,0.368,0.678,0.078
967,2014,NBA,1,14,PHO,T.J. Warren\warretj01,20.299,F,us,NC State,2015,2021,19.6,332,28.8,15.5,4.1,1.2,1,0.5,0.507,0.536,0.357,0.78,0.099
968,1994,NBA,2,30,MIN,Howard Eisley\eisleho01,21.212,G,us,Boston College,1995,2006,19.5,786,20.4,6.5,1.7,3.5,0.7,0.1,0.407,0.434,0.35,0.827,0.058
969,1996,NBA,1,16,CHH,Tony Delk\delkto01,22.155,G,us,Kentucky,1997,2006,19.5,545,21.5,9.1,2.5,1.9,0.8,0.1,0.408,0.436,0.343,0.769,0.08
970,2005,NBA,2,50,BOS,Ryan Gomes\gomesry01,22.306,F,us,Providence,2006,2014,19.4,487,27.6,10.1,4.6,1.5,0.7,0.2,0.445,0.473,0.349,0.799,0.069
971,1995,NBA,2,34,GSW,Andrew DeClercq\declean01,22.152,F-C,us,Florida,1996,2005,19.3,587,16.8,4.8,4.2,0.6,0.7,0.5,0.507,0.507,0,0.621,0.094
972,1964,NBA,4,27,DET,Jim Davis\davisji01,22.143,C-F,us,Colorado,1968,1975,19.2,597,16.8,6.7,5.2,1.2,0.1,0.1,0.461,0.461,,0.674,0.092
973,2001,NBA,2,40,SEA,Earl Watson\watsoea01,22.021,G,us,UCLA,2002,2014,19.2,878,22.2,6.4,2.3,4.4,1,0.2,0.411,0.449,0.324,0.703,0.047
974,2005,NBA,2,37,LAL,Ronny Turiaf\turiaro01,22.172,F,mq,Gonzaga,2006,2015,19.2,473,17,4.7,3.7,1.3,0.4,1.3,0.533,0.535,0,0.636,0.115
975,2005,NBA,2,49,WAS,Andray Blatche\blatcan01,18.315,F,us,,2006,2014,19.2,564,22.1,10.1,5.4,1.4,0.9,0.8,0.467,0.478,0.237,0.725,0.074
976,2007,NBA,1,26,HOU,Aaron Brooks\brookaa01,22.17,G,us,Oregon,2008,2018,19.2,645,20.8,9.7,1.7,3,0.6,0.1,0.413,0.442,0.37,0.837,0.069
977,1950,NBA,9,,WSC,Earl Lloyd\lloydea01,22.027,F-C,us,West Virginia State University,1951,1960,19.1,560,25.9,8.4,6.4,1.4,,,0.356,0.356,,0.75,0.063
978,1985,NBA,1,6,SAC,Joe Kleine\kleinjo01,23.171,C,us,Arkansas,1986,2000,19.1,965,15.2,4.8,4.1,0.6,0.3,0.3,0.453,0.455,0.271,0.794,0.062
979,1987,NBA,3,52,CLE,Donald Royal\royaldo01,21.036,F,us,Notre Dame,1990,1998,19.1,504,16.8,6.3,2.8,1,0.5,0.2,0.473,0.477,0,0.77,0.109
980,1962,NBA,1,4,SYR,Len Chappell\chapple01,21.059,F-C,us,Wake Forest,1963,1971,19,591,17.9,9.5,5.3,0.7,,,0.452,0.452,,0.691,0.086
981,1985,NBA,1,15,DEN,Blair Rasmussen\rasmubl01,22.223,C,us,Oregon,1986,1993,19,532,21.4,9.6,5.7,0.9,0.4,0.9,0.472,0.473,0.257,0.767,0.08
982,1989,NBA,2,43,CLE,Chucky Brown\brownch01,21.124,F,us,NC State,1990,2002,19,694,17.2,5.9,3.1,0.8,0.3,0.3,0.491,0.499,0.227,0.699,0.076
983,1993,NBA,2,30,WSB,Gheorghe Mureșan\muresgh01,22.142,C,ro,,1994,2000,19,307,21.9,9.8,6.4,0.5,0.6,1.5,0.573,0.574,0,0.644,0.136
984,2009,NBA,2,37,SAS,DeJuan Blair\blairde01,20.069,F-C,us,Pitt,2010,2016,19,424,16.6,6.8,5.1,0.8,0.7,0.3,0.524,0.526,0,0.608,0.129
985,2006,NBA,1,1,TOR,Andrea Bargnani\bargnan01,20.25,F-C,it,,2007,2016,18.9,550,28.7,14.3,4.6,1.2,0.4,0.9,0.439,0.47,0.354,0.824,0.057
986,1997,NBA,2,54,SEA,Mark Blount\blounma01,21.213,C,us,Pitt,2001,2009,18.8,605,23.1,8.2,4.6,0.8,0.5,0.8,0.504,0.507,0.359,0.723,0.065
987,2008,NBA,2,31,MIN,Nikola Peković\pekovni01,22.18,C,me,,2011,2016,18.8,271,24.9,12.6,6.7,0.7,0.5,0.6,0.518,0.518,,0.76,0.134
988,1987,NBA,1,23,SAS,Greg Anderson\andergr01,23.005,F-C,us,Houston,1988,1998,18.7,680,20.6,7.3,6.2,0.6,0.7,0.9,0.492,0.494,0.087,0.557,0.064
989,1997,NBA,1,8,GSW,Adonal Foyle\foylead01,22.114,C,vc,Colgate,1998,2009,18.7,733,17.8,4.1,4.7,0.5,0.4,1.6,0.477,0.477,0,0.499,0.069
990,1998,NBA,1,19,MIL,Pat Garrity\garripa01,21.31,F,us,Notre Dame,1999,2008,18.7,552,20,7.3,2.6,0.8,0.4,0.2,0.417,0.434,0.398,0.806,0.081
991,2016,NBA,1,3,BOS,Jaylen Brown\brownja02,19.247,F-G,us,California,2017,2021,18.7,333,27.6,14.9,4.7,1.7,0.9,0.4,0.475,0.529,0.379,0.696,0.098
992,1965,NBA,3,19,NYK,Barry Clemens\clemeba01,22.011,F,us,Ohio Wesleyan University,1966,1976,18.6,790,15.9,6.7,3.2,1.1,0.2,0,0.454,0.454,,0.756,0.071
993,2007,NBA,1,16,WAS,Nick Young\youngni01,22.032,G-F,us,USC,2008,2019,18.6,720,22.8,11.4,2,1,0.5,0.2,0.418,0.446,0.376,0.836,0.054
994,2007,NBA,2,35,SEA,Glen Davis\davisgl01,21.183,F-C,us,LSU,2008,2015,18.6,514,21.1,8,4.4,0.9,0.7,0.3,0.447,0.451,0.182,0.7,0.082
995,2008,NBA,1,11,IND,Jerryd Bayless\bayleje01,19.315,G,us,Arizona,2009,2019,18.6,586,21.3,8.4,2.1,2.9,0.6,0.1,0.411,0.436,0.361,0.818,0.072
996,2014,NBA,1,19,CHI,Gary Harris\harriga01,19.29,G,us,Michigan State,2015,2021,18.6,395,29,12,2.6,2.1,1.2,0.2,0.451,0.515,0.359,0.802,0.078
997,1990,NBA,2,47,PHI,Derek Strong\stronde01,22.144,F,us,Xavier,1992,2001,18.5,456,18.7,6.8,4.9,0.6,0.4,0.2,0.43,0.436,0.18,0.786,0.104
998,2000,NBA,1,10,ORL,Keyon Dooling\doolike01,20.056,G,us,Missouri,2001,2013,18.5,728,19.4,7,1.3,2.2,0.6,0.1,0.416,0.443,0.349,0.799,0.063
999,2007,NBA,2,37,POR,Josh McRoberts\mcrobjo01,20.125,F,us,Duke,2008,2018,18.5,433,19.1,5.4,3.9,2.1,0.5,0.4,0.463,0.514,0.34,0.705,0.107
1000,2014,NBA,1,16,CHI,Jusuf Nurkić\nurkiju01,19.312,C,ba,,2015,2021,18.5,343,23.1,11.7,8.1,2.1,0.9,1.3,0.492,0.499,0.182,0.671,0.112
1001,2015,NBA,1,20,TOR,Delon Wright\wrighde01,23.065,G,us,Utah,2016,2021,18.5,322,21,7.6,3.2,3.1,1.1,0.4,0.452,0.499,0.347,0.794,0.132
1002,2005,NBA,1,18,BOS,Gerald Green\greenge01,19.158,G-F,us,,2006,2019,18.4,658,19.8,9.7,2.5,0.9,0.5,0.3,0.417,0.469,0.361,0.818,0.068
1003,2014,NBA,2,38,DET,Spencer Dinwiddie\dinwisp01,21.086,G,us,Colorado,2015,2021,18.4,320,25.7,12.9,2.8,5,0.7,0.3,0.41,0.479,0.318,0.794,0.107
1004,1982,NBA,2,35,GSW,Derek Smith\smithde02,20.245,G-F,us,Louisville,1983,1991,18.3,408,24.1,12.8,3.2,2.1,0.6,0.4,0.499,0.507,0.294,0.753,0.089
1005,2009,NBA,1,12,CHA,Gerald Henderson\hendege02,21.204,G,us,Duke,2010,2017,18.3,535,25.9,11.2,3.2,1.9,0.7,0.3,0.44,0.46,0.327,0.793,0.063
1006,1993,NBA,1,25,CHI,Corie Blount\blounco01,24.183,F,us,Cincinnati,1994,2004,18.2,644,15.4,3.6,4.2,0.7,0.5,0.4,0.471,0.475,0.115,0.587,0.088
1007,1998,NBA,1,13,ORL,Keon Clark\clarkke01,23.075,F-C,us,UNLV,1999,2004,18.2,353,22.6,8.2,5.9,0.9,0.5,1.6,0.5,0.503,0.053,0.645,0.11
1008,1999,NBA,1,23,LAL,Devean George\georgde01,21.31,G-F,us,Augsburg College,2000,2010,18.2,630,18.5,5.6,3.1,0.9,0.7,0.4,0.392,0.421,0.343,0.721,0.075
1009,2005,NBA,1,23,SAC,Francisco García\garcifr01,23.185,F-G,do,Louisville,2006,2015,18.2,549,21.6,7.9,2.6,1.4,0.8,0.7,0.427,0.484,0.357,0.799,0.074
1010,1949,BAA,3,,NYK,Ernie Vandeweghe\vandeer01,20.195,F-G,ca,Colgate,1950,1956,18.1,224,16.1,9.5,3.7,2.4,,,0.421,0.421,,0.74,0.242
1011,1950,NBA,3,,BOS,Bob Donham\donhabo01,23.202,G-F,us,Ohio State,1951,1954,18,273,17.8,6.7,3.9,2.6,,,0.48,0.48,,0.507,0.177
1012,1971,NBA,3,47,CHI,Mike Gale\galemi01,20.259,G,us,Elizabeth City State University,1977,1982,18,453,24.7,7.4,2.5,4.3,1.9,0.4,0.474,0.477,0.16,0.825,0.077
1013,2016,NBA,2,32,LAL,Ivica Zubac\zubaciv01,19.102,C,ba,,2017,2021,18,274,17.4,7.8,6,1,0.3,0.8,0.584,0.587,0,0.764,0.181
